system:index,NDWI_mean,NDWI_stdDev,date,feature_id,.geo
00000000000000000000_20200105T112349_20200105T112437_T29SNC,0.035726308012490195,0.09155056403732832,2020-01-05,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
00000000000000000000_20200110T112431_20200110T112436_T29SNC,0.07759315649730374,0.09864650080388598,2020-01-10,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
00000000000000000000_20200120T112401_20200120T112435_T29SNC,0.05489104946719941,0.08940109812894723,2020-01-20,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
00000000000000000000_20200219T112111_20200219T112435_T29SNC,0.1589776047786009,0.09935536388456039,2020-02-19,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
00000000000000000000_20200224T112109_20200224T112421_T29SNC,0.09810302113689007,0.08618688409047986,2020-02-24,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
00000000000000000000_20200310T112111_20200310T112439_T29SNC,0.07104326301335213,0.0889348355477016,2020-03-10,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
00000000000000000000_20200315T112109_20200315T112755_T29SNC,0.05724750878266693,0.07836156886063797,2020-03-15,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
00000000000000000000_20200325T112109_20200325T112516_T29SNC,0.0897318365220237,0.07792979435224169,2020-03-25,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
00000000000000000000_20200524T112119_20200524T112114_T29SNC,0.08421289130318917,0.09483377101735904,2020-05-24,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
00000000000000000000_20200529T112121_20200529T113043_T29SNC,0.07806878702022811,0.10973064791718205,2020-05-29,,"{""type"":""MultiPolygon"",""coordinates"":[[[[-8.081652429798655,38.001868215403185],[-8.081161985752015,38.00181025812868],[-8.08082752963006,38.00176121883353],[-8.080493075048846,38.001703268947374],[-8.080194349114777,38.00162303161319],[-8.079966911821904,38.001529375248],[-8.079797437773665,38.001453558336564],[-8.079525447327198,38.001333190714675],[-8.079226725374847,38.00113696576643],[-8.079021609786528,38.00097643272206],[-8.078914596808733,38.000784661799294],[-8.078816494777803,38.00063754685072],[-8.078740628187754,38.00046361623778],[-8.07867375572682,38.00036106512828],[-8.078580151040637,38.00017824147263],[-8.078504367975654,38.00003111292909],[-8.078477552448538,37.999950846020205],[-8.078406266499151,37.99995085849806],[-8.077942493147622,38.002621853482054],[-8.077973722181316,38.00267532624172],[-8.078085147483018,38.00270208699317],[-8.081652429798655,38.001868215403185]]],[[[-8.08203594286156,37.99748938459685],[-8.081607874123556,37.997266424498605],[-8.081028153149777,37.99697219249592],[-8.080056104465163,37.996503978215],[-8.079868808368852,37.99644150289058],[-8.079654780073165,37.99653073470704],[-8.0793827901612,37.99662435905959],[-8.079021609786528,37.99672693421478],[-8.078718392879459,37.996816125078226],[-8.078410680229965,37.99690080842135],[-8.078169924097699,37.9969855362618],[-8.078116376578086,37.99704348642838],[-8.078152019401678,37.997123791357794],[-8.078227885376519,37.997181740501354],[-8.07837503727936,37.99734226311286],[-8.078553418763628,37.99756966697099],[-8.078615794091961,37.9977435712542],[-8.078655934184738,37.99793088608876],[-8.078664844955227,37.99813600341526],[-8.078602469584744,37.99847486094929],[-8.078468641701035,37.999268621839654],[-8.07859797256411,37.99928644529014],[-8.078696074299708,37.99909916659745],[-8.07885213794518,37.99877810159141],[-8.079034934370688,37.99854621910981],[-8.079226725374847,37.998318773220674],[-8.07941401981455,37.998131529949205],[-8.079681512755768,37.9979799409985],[-8.079940179034203,37.99785504676073],[-8.080221081996074,37.997730225668725],[-8.080501986044853,37.99767668328145],[-8.080872084826277,37.99760535738275],[-8.081233274407492,37.99758304668298],[-8.081616785256388,37.997609847425515],[-8.081920014269322,37.99765437839522],[-8.082013623261885,37.997529531948956],[-8.08203594286156,37.99748938459685]]]]}"
